CS_COMPANY_ID|*|BUSINESS_NAME|*|COMPANY_REGISTRATION_NUMBER|*|FINANCIAL_YEAR|*|NUMBER_OF_WEEKS|*|CURRENCY|*|CONSOLIDATED_ACCOUNTS|*|REVENUE|*|OPERATING_COSTS|*|OPERATING_PROFIT|*|WAGES_AND_SALARIES|*|PENSION_COSTS|*|DEPRECIATION|*|AMORTISATION|*|FINANCIAL_INCOME|*|FINANCIAL_EXPENSES|*|EXTRAORDINARY_INCOME|*|EXTRAORDINARY_COSTS|*|PROFIT_BEFORE_TAX|*|TAX|*|PROFIT_AFTER_TAX|*|DIVIDENDS|*|MINORITY_INTERESTS|*|OTHER_APPROPRIATIONS|*|RETAINED_PROFIT
NL03175698|*|Ambrosius B.V.|*|55687490|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03176810|*|Christelijke Kinderopvang Tik Tak B.V.|*|55701116|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03178434|*|Planee Group Apeldoorn B.V.|*|55721400|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03180686|*|Leverington Beheer B.V.|*|55735479|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03180686|*|Leverington Beheer B.V.|*|55735479|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03186865|*|Lumera Beheer B.V.|*|55796265|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03198109|*|anno 83 B.V.|*|55883966|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03199196|*|N.C.G. Investment B.V.|*|55897533|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03213159|*|Lengers Yachts International B.V.|*|56027397|*|31-08-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03245422|*|V.T.S. Holding B.V.|*|56149395|*|31-12-2020|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03245422|*|V.T.S. Holding B.V.|*|56149395|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03246452|*|Move Mobility B.V.|*|56161719|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03251656|*|Inkama B.V.|*|56195761|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03252572|*|Newstreet Holding B.V.|*|56234120|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03275503|*|Jacco Schellen Holding B.V.|*|56445377|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03276139|*|Salonga International B.V.|*|56453388|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03277816|*|Academie voor Wonen, Zorg & Welzijn B.V.|*|56474075|*|31-12-2019|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03277816|*|Academie voor Wonen, Zorg & Welzijn B.V.|*|56474075|*|31-12-2020|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03277816|*|Academie voor Wonen, Zorg & Welzijn B.V.|*|56474075|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03279390|*|Planee Group Eemland B.V.|*|56480741|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03284500|*|M&R Fiscaal Adviseurs B.V.|*|56532768|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03285772|*|H.C.I. Industrial Services B.V.|*|56548257|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03287524|*|F&F Oleo B.V.|*|56569831|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03290571|*|Prodens B.V.|*|56594674|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03293152|*|W.mavu B.V.|*|56615825|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03293692|*|Vesta Financial B.V.|*|56622627|*|30-06-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03295143|*|Nelka B.V.|*|56641230|*|31-12-2020|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03295143|*|Nelka B.V.|*|56641230|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03303524|*|Majoro Holding B.V.|*|56709277|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03304221|*|FinForce B.V.|*|56710984|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03306830|*|Bioenergy Management B.V.|*|56741375|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03317920|*|42 Holding B.V.|*|56854307|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03316691|*|Sloobest B.V.|*|56856628|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03316976|*|Creative Finance B.V.|*|56881851|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03321704|*|JMK Agency B.V.|*|56893795|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03321149|*|Engenios B.V.|*|56901291|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03325175|*|Zero Boy B.V.|*|56948859|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03324975|*|InteRSci B.V.|*|56967691|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL03333421|*|The Human Factor B.V.|*|57020205|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04974409|*|Green - Blue Pacific B.V.|*|73318493|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04974997|*|Doeze Jager Beheer B.V.|*|73325538|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04976352|*|4Mear B.V.|*|73342122|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04977842|*|BoMa Beheer B.V.|*|73349593|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04978481|*|Gaia Project B.V.|*|73357731|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04979185|*|Weijuro B.V.|*|73366560|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04979960|*|TVERKEN B.V.|*|73376310|*|30-04-2023|*|17|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04980651|*|Biesheuvel Farm B.V.|*|73384925|*|30-06-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04981372|*|CorNel Spaar B.V.|*|73393800|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04984203|*|Le Pêcheur Holding B.V.|*|73417661|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04984452|*|Verschuuren Holding B.V.|*|73420700|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04984639|*|POLY-MEER B.V.|*|73423033|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04986363|*|Stijna Beheer B.V.|*|73442615|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04986507|*|White Velvet B.V.|*|73444200|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04988420|*|Balans Financiële Zekerheid B.V.|*|73465445|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04989034|*|Houndstooth B.V.|*|73472395|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04997418|*|Hadoks Services B.V.|*|73557439|*|31-12-2019|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04997418|*|Hadoks Services B.V.|*|73557439|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04997418|*|Hadoks Services B.V.|*|73557439|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04997426|*|Hox Holding B.V.|*|73557536|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04997538|*|Ditism Holding B.V.|*|73558745|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04998533|*|H. Koning Holding B.V.|*|73570443|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04998558|*|B. Strikwerda Holding B.V.|*|73570745|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04998653|*|Koning & Strikwerda Bouw- en houtbewerking B.V.|*|73571806|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04999097|*|Mystery Spicy B.V.|*|73576956|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04999209|*|Durendal Beheer B.V.|*|73578282|*|31-12-2019|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL04999209|*|Durendal Beheer B.V.|*|73578282|*|31-12-2020|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05001195|*|RIF Europe B.V.|*|73584460|*|30-09-2023|*|52|*|EUR|*|N|*||*||*|12338592|*|5494057|*||*|262980|*||*||*||*|0|*|0|*|12269941|*|3141811|*|9128130|*||*||*||*|9128130
NL05002579|*|Schmitz Ag Technologies B.V.|*|73600474|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05004500|*|ABC III Mill B.V.|*|73622729|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05004561|*|T&I Solutions B.V.|*|73623474|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05007005|*|Kazmouz B.V.|*|73651915|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05023181|*|BodyBase B.V.|*|73807427|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05023445|*|Begus Holding B.V.|*|73810568|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05024728|*|CPFH Holding B.V.|*|73825352|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05031399|*|Apotheek Kaaikhof B.V.|*|73891592|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05031788|*|Pharmasyst B.V.|*|73896128|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05032008|*|Hove Techniek B.V.|*|73898627|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05033136|*|ASET Holding B.V.|*|73911844|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05037867|*|YES Uitzendgroep B.V.|*|73958832|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05039251|*|Paleis Soestdijk | Made by Holland B.V.|*|73975079|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05042420|*|DGA Horeca Pop-up B.V.|*|74003046|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05046207|*|R. de Kreij Beheer B.V.|*|74047353|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05047104|*|Eumarket B.V.|*|74057650|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05047110|*|Kapenda Holding B.V.|*|74057723|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05047110|*|Kapenda Holding B.V.|*|74057723|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05048173|*|LuFa Beheer B.V.|*|74070029|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05054302|*|Stedent Holding B.V.|*|74133020|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05061332|*|Tucano-C B.V.|*|74204831|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05063810|*|Buitentechniek B.V.|*|74225200|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05064948|*|Jultho Beheer B.V.|*|74238531|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05065222|*|Dejoza B.V.|*|74241818|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05069305|*|SRW Holding B.V.|*|74281690|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05070076|*|Traas Company B.V.|*|74290843|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05070838|*|Traas Shipping B.V.|*|74299808|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL05072796|*|OMW B.V.|*|74323172|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01013013|*|C.M. Roovers Beheer Drunen B.V.|*|18130516|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01013370|*|Rigij Pensioen B.V.|*|18131236|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01013529|*|Best Cheese America's B.V.|*|18131533|*|31-12-2018|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01013529|*|Best Cheese America's B.V.|*|18131533|*|31-12-2019|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01013529|*|Best Cheese America's B.V.|*|18131533|*|31-12-2020|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01013529|*|Best Cheese America's B.V.|*|18131533|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01014161|*|Vandenenden Shipyards B.V.|*|18132841|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01017577|*|Debro B.V.|*|20031975|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01022346|*|A.P.R. Elektronika Produktie B.V.|*|20050498|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01022530|*|Welser Profieltechniek (Benelux) B.V.|*|20051097|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01023618|*|Prop Beheer B.V.|*|20054220|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01023773|*|J.W. Remie Beheer B.V.|*|20054674|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01024465|*|Louwet-van Rijen Beheer B.V.|*|20056615|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01024608|*|M.P.D. Hazen Holding Bergen op Zoom B.V.|*|20057053|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01026230|*|Handelsonderneming van Krimpen B.V.|*|20061471|*|30-09-2023|*|52|*|EUR|*|N|*||*||*|643629|*|2092948|*||*||*||*||*||*|0|*|0|*|564633|*|126208|*|438425|*||*||*||*|438425
NL01029403|*|Praktijk voor Chiropractie B.V.|*|20069347|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01029793|*|L. Louwet Pensioen B.V.|*|20070215|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01029998|*|C.A.M. Damen Pensioen B.V.|*|20070680|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01029998|*|C.A.M. Damen Pensioen B.V.|*|20070680|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01030356|*|ASAMCO B.V.|*|20071395|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01030979|*|J.W. Remie Pensioen B.V.|*|20072765|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01031862|*|Cachelot B.V.|*|20074913|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01032679|*|Mr. H. Voormolen B.V.|*|20076779|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01032970|*|Louwet-van Rijen Exploitatie B.V.|*|20077415|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01032971|*|Van Rijen Transport B.V.|*|20077416|*|31-12-2021|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01033131|*|Spinal Care B.V.|*|20077756|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01035816|*|Molendijk Beheer B.V.|*|20083371|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01036814|*|J.C. van der Vorm Beheer B.V.|*|20085261|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01037731|*|A.C.H. Rens Holding B.V.|*|20086874|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01040469|*|M.P.D. Hazen Pensioen B.V.|*|20091474|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01042465|*|Goetstouwers B.V.|*|20094596|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01047097|*|J.P.H. Nouws Beheer B.V.|*|20102189|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01049864|*|Beheermaatschappij Goutziers B.V.|*|20106258|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01052654|*|M.J.W. Hoeven B.V.|*|20110054|*|30-09-2023|*|52|*|EUR|*|Y|*|58452908|*|55867258|*|2585650|*|2171648|*||*|1908579|*||*||*||*|0|*|0|*|1030785|*|640829|*|389956|*||*||*||*|1086433
NL01052656|*|Wilbe Holding B.V.|*|20110056|*|30-09-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01052912|*|Asbestsanering Rens B.V.|*|20110385|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01053393|*|Aannemersbedrijf A.C.H. Rens B.V.|*|20110992|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01054879|*|AG Holland Export B.V.|*|20112973|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01056257|*|Féju ICT Groep B.V.|*|20114716|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01057831|*|Jawel Groep B.V.|*|20116617|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01057832|*|Jawel Bouw B.V.|*|20116618|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01060271|*|J.A.P. Mertens Holding B.V.|*|20119422|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01063510|*|Glasdak Nederland B.V.|*|20122934|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01063576|*|2-control B.V.|*|20123000|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01063576|*|2-control B.V.|*|20123000|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01063742|*|J. van Vugt Vastgoed B.V.|*|20123178|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01064119|*|Framat Consultancy B.V.|*|20123572|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01064557|*|Ferula B.V.|*|20124034|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01065100|*|B.A.T. Machinebouw B.V.|*|20124588|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01068502|*|Van Krimpen International B.V.|*|20128165|*|30-09-2023|*|52|*|EUR|*|N|*||*||*|1430424|*|119759|*||*||*||*||*||*|0|*|0|*|1419665|*|345349|*|1074316|*||*||*||*|1074316
NL01068713|*|Praetor B.V.|*|20128400|*|31-12-2023|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
NL01070089|*|Somnio B.V.|*|20129931|*|31-12-2022|*|52|*|EUR|*|N|*||*||*||*||*||*||*||*||*||*|0|*|0|*||*||*||*||*||*||*|
